description,brand,image_url,product_page_url,name
"
• cassetta da inserimento con funzionamento a convezione naturale
• focolare in
Thermofix
®
con base in ghisa
• viene fornito di serie con due tratti di tubo da 50 cm
• maniglia per l'apertura della portina amovibile
• attraverso i kit optional permette la ventilazione frontale oppure la canalizzazione dell’aria calda in altri ambienti.
• cassetto cenere estraibile
• deflettore fumi automatico che aumenta il tiraggio all’atto dell’apertura della porta e lo riduce, per ottimizzare il rendimento, quando viene chiusa
• regolazione indipendente dell'aria primaria e di pulizia vetro
• possibilità di prelevare l’aria comburente direttamente dall’esterno

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 10.2 kW
Potenza termica nominale: 9 kW
Rendimento alla potenza termica nominale: 88.2 %
Diametro uscita fumi: ø 15 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
62 x 50 x 50 cm - 102 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcopalexGTM70.webp,https://palazzetti.it/prodotti/caminetti-a-legna/inserti-ecopalex-gtm/ecopalex-gtm70-thermofix-9-kw-aria-canalizzabile,Caminetto a legna Ecopalex GTM70
"
• cassetta da inserimento con funzionamento a convezione naturale
• portina in vetro ceramico a due lati
• focolare in
Thermofix
®
con base in ghisa
• viene fornito di serie con due tratti di tubo da 50 cm
• maniglia per l'apertura della portina amovibile
• attraverso i kit optional permette la ventilazione frontale oppure la canalizzazione dell’aria calda in altri ambienti.
• cassetto cenere estraibile
• deflettore fumi automatico che aumenta il tiraggio all’atto dell’apertura della porta e lo riduce, per ottimizzare il rendimento, quando viene chiusa
• regolazione indipendente dell'aria primaria e di pulizia vetro
• possibilità di prelevare l’aria comburente direttamente dall’esterno
•
L:
versione con angolo vetrato a sinistra

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 14.3 kW
Potenza termica nominale: 12.4 kW
Rendimento alla potenza termica nominale: 86.9 %
Diametro uscita fumi: ø 18 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
76 x 52 x 56 cm - 130 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/GTM80L.webp,https://palazzetti.it/prodotti/caminetti-a-legna/inserti-ecopalex-gtm/ecopalex-gtm80-angolo-thermofix-gtm80-l-aria-canalizzabile,GTM80 L
"
• cassetta da inserimento con funzionamento a convezione naturale
• focolare in
Thermofix
®
con base in ghisa
• viene fornito di serie con due tratti di tubo da 50 cm
• maniglia per l'apertura della portina amovibile
• attraverso i kit optional permette la ventilazione frontale oppure la canalizzazione dell’aria calda in altri ambienti.
• cassetto cenere estraibile
• deflettore fumi automatico che aumenta il tiraggio all’atto dell’apertura della porta e lo riduce, per ottimizzare il rendimento, quando viene chiusa
• regolazione indipendente dell'aria primaria e di pulizia vetro
• possibilità di prelevare l’aria comburente direttamente dall’esterno

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 14.3 kW
Potenza termica nominale: 12.4 kW
Rendimento alla potenza termica nominale: 86.9 %
Diametro uscita fumi: ø 18 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
76 x 52 x 56 cm - 130 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcopalexGTM80.webp,https://palazzetti.it/prodotti/caminetti-a-legna/inserti-ecopalex-gtm/ecopalex-gtm80-thermofix-12-4-kw-aria-canalizzabile,Caminetto a legna Ecopalex GTM80
"
• cassetta da inserimento con funzionamento a convezione naturale
• focolare in
Thermofix
®
con base in ghisa
• viene fornito di serie con due tratti di tubo da 50 cm
• maniglia per l'apertura della portina amovibile
• attraverso i kit optional permette la ventilazione frontale oppure la canalizzazione dell’aria calda in altri ambienti.
• cassetto cenere estraibile
• deflettore fumi automatico che aumenta il tiraggio all’atto dell’apertura della porta e lo riduce, per ottimizzare il rendimento, quando viene chiusa
• regolazione indipendente dell'aria primaria e di pulizia vetro
• possibilità di prelevare l’aria comburente direttamente dall’esterno

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 16 kW
Potenza termica nominale: 13.8 kW
Rendimento alla potenza termica nominale: 86.4 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
83 x 59 x 63 cm - 167 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcopalexGTM90.webp,https://palazzetti.it/prodotti/caminetti-a-legna/inserti-ecopalex-gtm/ecopalex-gtm90-thermofix-13-5-kw-aria-canalizzabile,Caminetto a legna Ecopalex GTM90
"
• portina in vetro ceramico a due lati
• bocchette regolabili con raccordi e prolunga flessibile
• focolare in ghisa
• valvola fumi ad apertura automatica
• la versione con
O
2
ring
è dotato di tecnologia per l'abbattimento delle emissioni

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 18.6 kW
Potenza termica nominale: 14.4 kW
Rendimento alla potenza termica nominale: 77.4 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
88 x 59 x 186 cm - 215 kg

Classe Energetica:
A",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaMonoblocco78EasyLineDestroariaO2Ringaria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/monoblocco-easy-line/monoblocco-el-78-angolo-ghisa-nero-17-8-kw-destro-o2ring-aria-irraggiamento,Caminetto a legna Monoblocco 78 Easy Line Destro aria + O2Ring aria
"
• portina in vetro ceramico ad apertura totale
• bocchette regolabili con raccordi e prolunga flessibile
• focolare in ghisa
• valvola fumi ad apertura automatica
• la versione con
O
2
ring
è dotato di tecnologia per l'abbattimento delle emissioni

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 18.6 kW
Potenza termica nominale: 14.4 kW
Rendimento alla potenza termica nominale: 77.4 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
88 x 59 x 186 cm - 215 kg

Classe Energetica:
A",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaMonoblocco78FrontaleEasyLineO2Ringaria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/monoblocco-easy-line/monoblocco-el-78-frontale-ghisa-nero-17-8-kw-o2ring-aria-irraggiamento,Caminetto a legna Monoblocco 78 Frontale Easy Line + O2Ring aria
"
• termocamino a vaso aperto in acciaio
• focolare in
Thermofix
®
• sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro a ribalta (40°)
• vaso di espansione aperto in acciaio inox
• innovativo scambiatore a 16 tubi di fumo con turbolatori
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• predisposizione per il collegamento della presa d’aria esterna in basso o di lato
• portalegna estetico in ghisa di serie
•
FAST ACS
: dotata di serie di gruppo idraulico di separazione impianto con produzione ACS (due circolatori e scambiatore per separazione impianto e produzione ACS, valvola termostatica antiscottatura) vaso aperto in acciaio e termoregolatore digitale
•
FAST R
: gruppo idraulico montato a destra

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 34.3 kW
Potenza termica nominale: 29.7 kW
Potenza termica diretta all'acqua: 14.6 kW
Rendimento alla potenza termica nominale: 86.4 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
106 x 69 x 171 cm - 430 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/TERMOPALEXHWTS78FFASTACS.webp,https://palazzetti.it/prodotti/caminetti-a-legna/termopalex/termopalex-hwt-s78-frontale-thermofix-s78-fastr-acs-acqua,TERMOPALEX HWT S78F FAST ACS
"
• termocamino a vaso aperto in acciaio
• focolare in
Thermofix
®
• sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro a ribalta (40°)
• vaso di espansione aperto in acciaio inox
• innovativo scambiatore a 16 tubi di fumo con turbolatori
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• predisposizione per il collegamento della presa d’aria esterna in basso o di lato
• portalegna estetico in ghisa di serie
•
FAST
: dotata di serie di gruppo idraulico di separazione impianto (due circolatori e scambiatore per separazione impianto) vaso aperto in acciaio e termoregolatore digitale
•
FAST R
: gruppo idraulico montato a destra

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 33.83 kW
Potenza termica nominale: 29 kW
Potenza termica diretta all'acqua: 19.66 kW
Rendimento alla potenza termica nominale: 85.59 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
115 x 78 x 171 cm - 506 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/TermopalexHWT86FFAST.webp,https://palazzetti.it/prodotti/caminetti-a-legna/termopalex/termopalex-hwt-s86-frontale-thermofix-s86-fastr-acqua,Termopalex HWT 86F FAST
"
• inserto a pellet idro con possibilità di ventilazione
•
Balanced Door
, porta con sistema autobilanciante
• coperchio con predisposizione per sistema di caricamento
• gruppo idraulico completo di circolatore in classe A, vaso di espansione chiuso, valvola di sicurezza, manometro, valvola di sfiato e valvola anticondensa
• pannello digitale con controllo a sfioramento
• predisposizione per
Connection Box
•
Complete Burning System
: sistema di combustione totale con minima produzione di cenere
•
Self Cleaning System
: esclusivo sistema di pulizia automatica del braciere
• ampio cassetto di raccolta cenere
• sensore di livello pellet
• sistema
Quick Start
(riduce i tempi di accensione)

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 20.4 kW
Potenza termica diretta all'acqua: 19 kW
Rendimento alla potenza termica nominale: 94.8 %
Autonomia di funzionamento max: 30 h
Capacità serbatoio di alimentazione: 45 kg
Consumo orario pellet: 1.49 - 4.57 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
86 x 70 x 78 cm - 250 kg

Classe Energetica:
A++",Palazzetti,/images/palazzetti_prodotti/INSERTOIDROV20.webp,https://palazzetti.it/prodotti/caminetti-a-pellet/acqua/ecofire-less-than-sup-greater-than-r-less-than-sup-greater-than-da-inserimento-idro-ventilato-acciaio-nero-v20-acqua,INSERTO IDRO V20
"
• inserto a pellet ad aria
•
Balanced Door
, porta con sistema autobilanciante
• apertura con mano fredda
• possibilità di canalizzare l’aria comburente direttamente dall’esterno
• ventilazione gestita da due ventilatori centrifughi in contemporanea
• display digitale per la programmazione e la gestione dei parametri di funzionamento, con controlli a sfioramento
• predisposizione per
Connection Box
• innovativa caldaia a tubi con sistema di turbolazione
• braciere in ghisa e pareti in
Thermofix
®
• sensore di livello pellet
• 77x60x52: misure senza cassetto di caricamento frontale (optional)
• 77x60x57: misure con cassetto di caricamento frontale (optional)

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 9 kW
Rendimento alla potenza termica nominale: 90.7 %
Autonomia di funzionamento max: 23 h
Capacità serbatoio di alimentazione: 15 kg
Consumo orario pellet: 0.643 - 2.05 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
77 x 60 x 52 cm - 110 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/EcofiredainserimentoA70aria.webp,https://palazzetti.it/prodotti/caminetti-a-pellet/aria/inserto-a70-thermofix-9-kw-aria-ventilata-0-speed-fan,Ecofire da inserimento A70 aria
"
• inserto a pellet ad aria
•
Balanced Door
, porta con sistema autobilanciante
• possibilità di canalizzare l’aria comburente direttamente dall’esterno
• ventilazione gestita da due ventilatori centrifughi in contemporanea
• display digitale per la programmazione e la gestione dei parametri di funzionamento, con controlli a sfioramento
• predisposizione per
Universal Gateway
• braciere in ghisa e pareti in
Thermofix
®
• sensore di livello pellet
• Con il kit di canalizzazione optional le dimensioni dell'inserto sono: 70x46x56h cm.

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 9 kW
Rendimento alla potenza termica nominale: 91 %
Autonomia di funzionamento max: 17 h
Capacità serbatoio di alimentazione: 11 kg
Consumo orario pellet: 0.63 - 2.03 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
70 x 48 x 52 cm - 110 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/EcofiredainserimentoA70Saria.webp,https://palazzetti.it/prodotti/caminetti-a-pellet/aria/inserto-a70s-thermofix-9-kw-aria-ventilata-0-speed-fan,Ecofire da inserimento A70S aria
"
• inserto a pellet ad aria
•
Balanced Door
, porta con sistema autobilanciante
• coperchio con predisposizione per sistema di caricamento
• ventilazione frontale modulabile su diverse velocità
• display digitale per la gestione delle impostazioni e dei parametri di funzionamento
• programmatore digitale per la gestione delle fasce orarie di funzionamento
• predisposizione per
Connection Box
• sensore di livello pellet

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 12.5 kW
Rendimento alla potenza termica nominale: 87.1 %
Autonomia di funzionamento max: 29 h
Capacità serbatoio di alimentazione: 23 kg
Consumo orario pellet: 0.8 - 2.95 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
78 x 65 x 57 cm - 150 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/INSERTOA78.webp,https://palazzetti.it/prodotti/caminetti-a-pellet/aria/inserto-a78-acciaio-nero-a78-aria-canalizzabile,INSERTO A78
"
• inserto a pellet ad aria
•
Balanced Door
, porta con sistema autobilanciante
• apertura con mano fredda
• canalizzazione dell’aria calda gestita da due ventilatori centrifughi in contemporanea, e predisposto con due uscite da Ø14 cm  (tubi e bocchette comprese)
• possibilità di canalizzare l’aria comburente direttamente dall’esterno
• display digitale per la programmazione e la gestione dei parametri di funzionamento, con controlli a sfioramento
• predisposizione per
Connection Box
• innovativa caldaia a tubi con sistema di turbolazione
• braciere in ghisa e pareti in
Thermofix
®
• sensore di livello pellet
• 77x60x59: misure senza cassetto di caricamento frontale (optional)
• 77x60x63: misure con cassetto di caricamento frontale (optional)

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 9 kW
Rendimento alla potenza termica nominale: 90.7 %
Autonomia di funzionamento max: 23 h
Capacità serbatoio di alimentazione: 15 kg
Consumo orario pellet: 0.643 - 2.05 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
77 x 60 x 59 cm - 110 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/EcofiredainserimentoAC70aria.webp,https://palazzetti.it/prodotti/caminetti-a-pellet/aria/inserto-ac70-thermofix-9-kw-aria-ventilata-0-speed-fan,Ecofire da inserimento AC70 aria
"
• inserto a pellet ad aria
•
Balanced Door
, porta con sistema autobilanciante
• coperchio con predisposizione per sistema di caricamento
• piedistallo
• ventilatore da 680m
3
/h per la canalizzazione dell’aria calda
• display digitale per la gestione delle impostazioni e dei parametri di funzionamento
• programmatore digitale per la gestione delle fasce orarie di funzionamento
• predisposizione per
Connection Box
• sensore di livello pellet

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 12.5 kW
Rendimento alla potenza termica nominale: 87.1 %
Autonomia di funzionamento max: 29 h
Capacità serbatoio di alimentazione: 23 kg
Consumo orario pellet: 0.8 - 2.95 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
78 x 65 x 100 cm - 160 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/INSERTOAC78.webp,https://palazzetti.it/prodotti/caminetti-a-pellet/aria/inserto-canalizzabile-ac78-acciaio-nero-ac78-aria-canalizzabile,INSERTO AC78
"
• inserto a pellet ad aria
•
Balanced Door
, porta con sistema autobilanciante
• ventilazione frontale modulabile su diverse velocità
• display digitale per la gestione delle impostazioni e dei parametri di funzionamento
• programmatore digitale per la gestione delle fasce orarie di funzionamento
• predisposizione per
Connection Box
• braciere in ghisa e pareti in
Thermofix
®
• sensore di livello pellet
• 54x57x48: misure senza cassetto di caricamento frontale (optional)
• 54x57x55: misure con cassetto di caricamento frontale (optional)

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 5.7 kW
Rendimento alla potenza termica nominale: 87.1 %
Autonomia di funzionamento max: 18 h
Capacità serbatoio di alimentazione: 10 kg
Consumo orario pellet: 0.548 - 1.343 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
54 x 57 x 48 cm - 100 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/EcofiredainserimentoSmall54Taria.webp,https://palazzetti.it/prodotti/caminetti-a-pellet/aria/inserto-small-54-thermofix-6-kw-aria-ventilata,Ecofire da inserimento Small 54T aria
"
•

Dimensioni:
127 x 127 x 113 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentoclassicoAnversaangolo.webp,https://palazzetti.it/prodotti/rivestimenti/classico/anversa-angolo,Rivestimento classico Anversa angolo
"
•

Dimensioni:
153 x 84 x 113 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentoclassicoAnversatotale.webp,https://palazzetti.it/prodotti/rivestimenti/classico/anversa-totale,Rivestimento classico Anversa totale
"
•

Dimensioni:
172 x 40 x 113 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocorniceclassicaLuigiXIV.webp,https://palazzetti.it/prodotti/rivestimenti/cornice-classica/luigi-xiv,Rivestimento cornice classica Luigi XIV
"
•

Dimensioni:
145 x 25 x 115 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocorniceclassicaLuigiXV.webp,https://palazzetti.it/prodotti/rivestimenti/cornice-classica/luigi-xv,Rivestimento cornice classica Luigi XV
"
•

Dimensioni:
149 x 30 x 119 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocorniceclassicaNantes.webp,https://palazzetti.it/prodotti/rivestimenti/cornice-classica/nantes,Rivestimento cornice classica Nantes
"
•

Dimensioni:
116 x 20 x 104 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocorniceclassicaReims.webp,https://palazzetti.it/prodotti/rivestimenti/cornice-classica/reims,Rivestimento cornice classica Reims
"
•

Dimensioni:
150 x 30 x 116 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocorniceclassicaSiena.webp,https://palazzetti.it/prodotti/rivestimenti/cornice-classica/siena,Rivestimento cornice classica Siena
"
•

Dimensioni:
98 x 5 x 78 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocornicemodernaMarrakech.webp,https://palazzetti.it/prodotti/rivestimenti/cornice-moderna/marrakech,Rivestimento cornice moderna Marrakech
"
•

Dimensioni:
166 x 6 x 73 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocornicemodernaMilano.webp,https://palazzetti.it/prodotti/rivestimenti/cornice-moderna/milano,Rivestimento cornice moderna Milano
"
•

Dimensioni:
113 x 113 x 103 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryAndriaangolo.webp,https://palazzetti.it/prodotti/rivestimenti/country/andria-angolo,Rivestimento country Andria angolo
"
•

Dimensioni:
125 x 72 x 104 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryAndriatotale.webp,https://palazzetti.it/prodotti/rivestimenti/country/andria-totale,Rivestimento country Andria totale
"
•

Dimensioni:
153 x 84 x 115 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryCordobatotale.webp,https://palazzetti.it/prodotti/rivestimenti/country/cordoba-totale,Rivestimento country Cordoba totale
"
•

Dimensioni:
141 x 141 x 132 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryCourmayeurangolodiagonale.webp,https://palazzetti.it/prodotti/rivestimenti/country/courmayeur-angolo-diagonale,Rivestimento country Courmayeur angolo diagonale
"
•

Dimensioni:
251 x 123 x 139 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryCourmayeurtotale.webp,https://palazzetti.it/prodotti/rivestimenti/country/courmayeur-totale,Rivestimento country Courmayeur totale
"
•

Dimensioni:
153 x 75 x 117 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryLione.webp,https://palazzetti.it/prodotti/rivestimenti/country/lione,Rivestimento country Lione
"
•

Dimensioni:
153 x 99 x 116 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryMartigny.webp,https://palazzetti.it/prodotti/rivestimenti/country/martigny,Rivestimento country Martigny
"
•

Dimensioni:
230 x 110 x 146 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryOrvieto.webp,https://palazzetti.it/prodotti/rivestimenti/country/orvieto,Rivestimento country Orvieto
"
•

Dimensioni:
133 x 133 x 127 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountrySanCandido.webp,https://palazzetti.it/prodotti/rivestimenti/country/san-candido,Rivestimento country San Candido
"
•

Dimensioni:
215 x 108 x 132 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountrySantiago.webp,https://palazzetti.it/prodotti/rivestimenti/country/santiago,Rivestimento country Santiago
"
•

Dimensioni:
187 x 125 x 154 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryValbadia.webp,https://palazzetti.it/prodotti/rivestimenti/country/valbadia,Rivestimento country Valbadia
"
•

Dimensioni:
133 x 133 x 124 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryValcamonicaangolo.webp,https://palazzetti.it/prodotti/rivestimenti/country/valcamonica-angolo,Rivestimento country Valcamonica angolo
"
•

Dimensioni:
176 x 108 x 135 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentocountryValcomelico.webp,https://palazzetti.it/prodotti/rivestimenti/country/valcomelico,Rivestimento country Valcomelico
"
•

Dimensioni:
182 x 75 x 92 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoAngel.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/angel,Rivestimento moderno Angel
"
•

Dimensioni:
88 x 90 x 89 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoAntibes.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/antibes,Rivestimento moderno Antibes
"
•

Dimensioni:
135 x 84 x 88 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoAuronzo.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/auronzo,Rivestimento moderno Auronzo
"
•

Dimensioni:
257 x 99 x 91 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoBrighton.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/brighton,Rivestimento moderno Brighton
"
•

Dimensioni:
96 x 1 x 168 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoBrooklyn.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/brooklyn,Rivestimento moderno Brooklyn
"
•

Dimensioni:
120 x 80 x 89 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoCannes.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/cannes,Rivestimento moderno Cannes
"
•

Dimensioni:
256 x 80 x 69 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoCardiff.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/cardiff,Rivestimento moderno Cardiff
"
•

Dimensioni:
168 x 73 x 99 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoCity.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/city,Rivestimento moderno City
"
•

Dimensioni:
140 x 7 x 55 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoDover.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/dover,Rivestimento moderno Dover
"
•

Dimensioni:
230 x 82 x 77 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoDundee.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/dundee,Rivestimento moderno Dundee
"
•

Dimensioni:
136 x 95 x 94 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoKent.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/kent,Rivestimento moderno Kent
"
•

Dimensioni:
96 x 203 x 96 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoKos.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/kos,Rivestimento moderno Kos
"
•

Dimensioni:
85 x 78 x 82 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoLaRochelle.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/la-rochelle,Rivestimento moderno La Rochelle
"
•

Dimensioni:
158 x 84 x 108 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoLiverpoolcontrave.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/liverpool-con-trave,Rivestimento moderno Liverpool con trave
"
•

Dimensioni:
158 x 84 x 91 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoLiverpoolsenzatrave.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/liverpool-senza-trave,Rivestimento moderno Liverpool senza trave
"
•

Dimensioni:
67 x 3 x 190 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoManhattan.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/manhattan,Rivestimento moderno Manhattan
"
•

Dimensioni:
280 x 43 x 240 cm - undefined kg",Palazzetti,/images/palazzetti_prodotti/RivestimentoMiramare.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/miramare,Rivestimento Miramare
"
•

Dimensioni:
114 x 5 x 67 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoNairobi.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/nairobi,Rivestimento moderno Nairobi
"
•

Dimensioni:
144 x 84 x 105 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoNewCastlecontrave.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/new-castle-con-trave,Rivestimento moderno New Castle con trave
"
•

Dimensioni:
144 x 84 x 88 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoNewCastlesenzatrave.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/new-castle-senza-trave,Rivestimento moderno New Castle senza trave
"
•

Dimensioni:
124 x 3 x 67 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoNice.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/nice,Rivestimento moderno Nice
"
•

Dimensioni:
109 x 5 x 78 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoParis.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/paris,Rivestimento moderno Paris
"
•

Dimensioni:
264 x 95 x 106 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoParos.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/paros,Rivestimento moderno Paros
"
•

Dimensioni:
152 x 3 x 82 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoPraga.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/praga,Rivestimento moderno Praga
"
•

Dimensioni:
129 x 6 x 86 cm - 0 kg",Palazzetti,/images/palazzetti_prodotti/RivestimentomodernoRichmond.webp,https://palazzetti.it/prodotti/rivestimenti/moderno/richmond,Rivestimento moderno Richmond
